State,Year,Type_code,Type,Gender,Age_group,Total
Odisha,2005,Causes,Love Affairs,Male,15-29,48
Odisha,2005,Causes,Failure in Examination,Male,15-29,27
Odisha,2005,Causes,Drug Abuse/Addiction,Male,15-29,0
Odisha,2005,Causes,Fall in Social Reputation,Female,30-44,2
Odisha,2005,Causes,Failure in Examination,Female,30-44,0
Odisha,2005,Causes,Insanity/Mental Illness,Female,30-44,13
Odisha,2005,Causes,Unemployment,Female,30-44,5
Odisha,2005,Causes,Family Problems,Female,30-44,185
Odisha,2005,Causes,Love Affairs,Female,30-44,9
Odisha,2005,Causes,Drug Abuse/Addiction,Female,30-44,0
Odisha,2005,Causes,Death of Dear Person,Female,30-44,1
Odisha,2005,Causes,Unemployment,Male,30-44,52
Odisha,2005,Causes,Fall in Social Reputation,Male,30-44,4
Odisha,2005,Causes,Failure in Examination,Male,30-44,0
Odisha,2005,Causes,Insanity/Mental Illness,Male,30-44,29
Odisha,2005,Causes,Drug Abuse/Addiction,Male,30-44,2
Odisha,2005,Causes,Family Problems,Male,30-44,283
Odisha,2005,Causes,Love Affairs,Male,30-44,11
Odisha,2005,Causes,Death of Dear Person,Male,30-44,1
Odisha,2005,Causes,Family Problems,Female,45-59,109
Odisha,2005,Causes,Drug Abuse/Addiction,Female,45-59,0
Odisha,2005,Causes,Failure in Examination,Female,45-59,0
Odisha,2005,Causes,Unemployment,Female,45-59,0
Odisha,2005,Causes,Insanity/Mental Illness,Female,45-59,14
Odisha,2005,Causes,Love Affairs,Female,45-59,1
Odisha,2005,Causes,Fall in Social Reputation,Female,45-59,0
Odisha,2005,Causes,Death of Dear Person,Female,45-59,2
Odisha,2005,Causes,Death of Dear Person,Male,45-59,1
Odisha,2005,Causes,Drug Abuse/Addiction,Male,45-59,0
Odisha,2005,Causes,Family Problems,Male,45-59,208
Odisha,2005,Causes,Insanity/Mental Illness,Male,45-59,15
Odisha,2005,Causes,Fall in Social Reputation,Male,45-59,0
Odisha,2005,Causes,Failure in Examination,Male,45-59,0
Odisha,2005,Causes,Love Affairs,Male,45-59,0
Odisha,2005,Causes,Unemployment,Male,45-59,2
Odisha,2005,Causes,Drug Abuse/Addiction,Female,60+,0
Odisha,2005,Causes,Fall in Social Reputation,Female,60+,0
Odisha,2005,Causes,Insanity/Mental Illness,Female,60+,5
Odisha,2005,Causes,Failure in Examination,Female,60+,0
Odisha,2005,Causes,Love Affairs,Female,60+,0
Odisha,2005,Causes,Death of Dear Person,Female,60+,0
Odisha,2005,Causes,Unemployment,Female,60+,0
Odisha,2005,Causes,Family Problems,Female,60+,26
Odisha,2005,Causes,Drug Abuse/Addiction,Male,60+,0
Odisha,2005,Causes,Insanity/Mental Illness,Male,60+,11
Odisha,2005,Causes,Family Problems,Male,60+,81
Odisha,2005,Causes,Unemployment,Male,60+,0
Odisha,2005,Causes,Death of Dear Person,Male,60+,0
Odisha,2005,Causes,Failure in Examination,Male,60+,0
Odisha,2005,Causes,Fall in Social Reputation,Male,60+,0
Odisha,2005,Causes,Love Affairs,Male,60+,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Odisha,2005,Means_adopted,By Over Alcoholism,Female,0-14,0
Odisha,2005,Means_adopted,By Over Alcoholism,Male,0-14,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Odisha,2005,Means_adopted,By Over Alcoholism,Female,15-29,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
Odisha,2005,Means_adopted,By Over Alcoholism,Male,15-29,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Male,15-29,1
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
Odisha,2005,Means_adopted,By Over Alcoholism,Female,30-44,0
Odisha,2005,Means_adopted,By Over Alcoholism,Male,30-44,3
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
Odisha,2005,Means_adopted,By Over Alcoholism,Female,45-59,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
Odisha,2005,Means_adopted,By Over Alcoholism,Male,45-59,4
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
Odisha,2005,Means_adopted,By Over Alcoholism,Female,60+,1
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Female,60+,0
Odisha,2005,Means_adopted,By Overdose of sleeping pills,Male,60+,0
Odisha,2005,Means_adopted,By Over Alcoholism,Male,60+,2
Odisha,2006,Causes,Unemployment,Female,0-14,0
Odisha,2006,Causes,Death of Dear Person,Female,0-14,0
Odisha,2006,Causes,Fall in Social Reputation,Female,0-14,0
Odisha,2006,Causes,Family Problems,Female,0-14,7
Odisha,2006,Causes,Insanity/Mental Illness,Female,0-14,0
Odisha,2006,Causes,Love Affairs,Female,0-14,4
Odisha,2006,Causes,Failure in Examination,Female,0-14,4
Odisha,2006,Causes,Drug Abuse/Addiction,Female,0-14,0
Odisha,2006,Causes,Failure in Examination,Male,0-14,5
Odisha,2006,Causes,Family Problems,Male,0-14,5
Odisha,2006,Causes,Unemployment,Male,0-14,0
Odisha,2006,Causes,Death of Dear Person,Male,0-14,0
Odisha,2006,Causes,Love Affairs,Male,0-14,1
Odisha,2006,Causes,Fall in Social Reputation,Male,0-14,0
Odisha,2006,Causes,Insanity/Mental Illness,Male,0-14,2
Odisha,2006,Causes,Drug Abuse/Addiction,Male,0-14,0
Odisha,2006,Causes,Family Problems,Female,15-29,168
Odisha,2006,Causes,Failure in Examination,Female,15-29,6
Odisha,2006,Causes,Insanity/Mental Illness,Female,15-29,7
Odisha,2006,Causes,Drug Abuse/Addiction,Female,15-29,0
Odisha,2006,Causes,Love Affairs,Female,15-29,58
Odisha,2006,Causes,Death of Dear Person,Female,15-29,0
Odisha,2006,Causes,Fall in Social Reputation,Female,15-29,11
Odisha,2006,Causes,Unemployment,Female,15-29,7
Odisha,2006,Causes,Failure in Examination,Male,15-29,13
Odisha,2006,Causes,Love Affairs,Male,15-29,40
Odisha,2006,Causes,Drug Abuse/Addiction,Male,15-29,0
Odisha,2006,Causes,Insanity/Mental Illness,Male,15-29,21
Odisha,2006,Causes,Death of Dear Person,Male,15-29,2
Odisha,2006,Causes,Family Problems,Male,15-29,153
Odisha,2006,Causes,Fall in Social Reputation,Male,15-29,9
Odisha,2006,Causes,Unemployment,Male,15-29,34
Odisha,2006,Causes,Insanity/Mental Illness,Female,30-44,13
Odisha,2006,Causes,Drug Abuse/Addiction,Female,30-44,0
Odisha,2006,Causes,Fall in Social Reputation,Female,30-44,13
Odisha,2006,Causes,Unemployment,Female,30-44,16
Odisha,2006,Causes,Failure in Examination,Female,30-44,0
Odisha,2006,Causes,Love Affairs,Female,30-44,8
Odisha,2006,Causes,Family Problems,Female,30-44,130
Odisha,2006,Causes,Death of Dear Person,Female,30-44,0
Odisha,2006,Causes,Insanity/Mental Illness,Male,30-44,23
Odisha,2006,Causes,Fall in Social Reputation,Male,30-44,21
Odisha,2006,Causes,Love Affairs,Male,30-44,15
Odisha,2006,Causes,Unemployment,Male,30-44,56
Odisha,2006,Causes,Failure in Examination,Male,30-44,4
Odisha,2006,Causes,Death of Dear Person,Male,30-44,0
Odisha,2006,Causes,Family Problems,Male,30-44,220
Odisha,2006,Causes,Drug Abuse/Addiction,Male,30-44,0
Odisha,2006,Causes,Failure in Examination,Female,45-59,0
Odisha,2006,Causes,Fall in Social Reputation,Female,45-59,10
Odisha,2006,Causes,Unemployment,Female,45-59,5
Odisha,2006,Causes,Love Affairs,Female,45-59,2
Odisha,2006,Causes,Drug Abuse/Addiction,Female,45-59,0
Odisha,2006,Causes,Death of Dear Person,Female,45-59,0
Odisha,2006,Causes,Family Problems,Female,45-59,68
Odisha,2006,Causes,Insanity/Mental Illness,Female,45-59,3
Odisha,2006,Causes,Drug Abuse/Addiction,Male,45-59,0
Odisha,2006,Causes,Unemployment,Male,45-59,10
Odisha,2006,Causes,Fall in Social Reputation,Male,45-59,16
Odisha,2006,Causes,Failure in Examination,Male,45-59,0
Odisha,2006,Causes,Insanity/Mental Illness,Male,45-59,21
Odisha,2006,Causes,Death of Dear Person,Male,45-59,0
Odisha,2006,Causes,Family Problems,Male,45-59,126
Odisha,2006,Causes,Love Affairs,Male,45-59,5
Odisha,2006,Causes,Insanity/Mental Illness,Female,60+,5
Odisha,2006,Causes,Love Affairs,Female,60+,0
Odisha,2006,Causes,Death of Dear Person,Female,60+,0
Odisha,2006,Causes,Family Problems,Female,60+,21
Odisha,2006,Causes,Fall in Social Reputation,Female,60+,3
Odisha,2006,Causes,Drug Abuse/Addiction,Female,60+,0
Odisha,2006,Causes,Unemployment,Female,60+,0
Odisha,2006,Causes,Failure in Examination,Female,60+,0
Odisha,2006,Causes,Failure in Examination,Male,60+,0
Odisha,2006,Causes,Death of Dear Person,Male,60+,0
Odisha,2006,Causes,Love Affairs,Male,60+,0
Odisha,2006,Causes,Family Problems,Male,60+,47
Odisha,2006,Causes,Insanity/Mental Illness,Male,60+,10
Odisha,2006,Causes,Drug Abuse/Addiction,Male,60+,0
Odisha,2006,Causes,Unemployment,Male,60+,0
Odisha,2006,Causes,Fall in Social Reputation,Male,60+,2
Odisha,2006,Means_adopted,By Over Alcoholism,Female,0-14,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Odisha,2006,Means_adopted,By Over Alcoholism,Male,0-14,0
Odisha,2006,Means_adopted,By Over Alcoholism,Female,15-29,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
Odisha,2006,Means_adopted,By Over Alcoholism,Male,15-29,1
Odisha,2006,Means_adopted,By Over Alcoholism,Female,30-44,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
Odisha,2006,Means_adopted,By Over Alcoholism,Male,30-44,6
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
Odisha,2006,Means_adopted,By Over Alcoholism,Female,45-59,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
Odisha,2006,Means_adopted,By Over Alcoholism,Male,45-59,4
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
Odisha,2006,Means_adopted,By Over Alcoholism,Female,60+,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Female,60+,0
Odisha,2006,Means_adopted,By Over Alcoholism,Male,60+,0
Odisha,2006,Means_adopted,By Overdose of sleeping pills,Male,60+,0
Odisha,2007,Causes,Insanity/Mental Illness,Female,0-14,1
Odisha,2007,Causes,Drug Abuse/Addiction,Female,0-14,0
Odisha,2007,Causes,Fall in Social Reputation,Female,0-14,0
Odisha,2007,Causes,Family Problems,Female,0-14,3
Odisha,2007,Causes,Unemployment,Female,0-14,0
Odisha,2007,Causes,Failure in Examination,Female,0-14,3
Odisha,2007,Causes,Love Affairs,Female,0-14,4
Odisha,2007,Causes,Death of Dear Person,Female,0-14,0
Odisha,2007,Causes,Unemployment,Male,0-14,0
Odisha,2007,Causes,Insanity/Mental Illness,Male,0-14,3
Odisha,2007,Causes,Death of Dear Person,Male,0-14,0
Odisha,2007,Causes,Failure in Examination,Male,0-14,1
Odisha,2007,Causes,Fall in Social Reputation,Male,0-14,0
Odisha,2007,Causes,Family Problems,Male,0-14,7
Odisha,2007,Causes,Love Affairs,Male,0-14,0
Odisha,2007,Causes,Drug Abuse/Addiction,Male,0-14,0
Odisha,2007,Causes,Insanity/Mental Illness,Female,15-29,7
Odisha,2007,Causes,Love Affairs,Female,15-29,75
Odisha,2007,Causes,Death of Dear Person,Female,15-29,13
Odisha,2007,Causes,Drug Abuse/Addiction,Female,15-29,0
Odisha,2007,Causes,Family Problems,Female,15-29,199
Odisha,2007,Causes,Unemployment,Female,15-29,12
Odisha,2007,Causes,Fall in Social Reputation,Female,15-29,4
Odisha,2007,Causes,Failure in Examination,Female,15-29,13
Odisha,2007,Causes,Insanity/Mental Illness,Male,15-29,14
Odisha,2007,Causes,Love Affairs,Male,15-29,48
Odisha,2007,Causes,Fall in Social Reputation,Male,15-29,10
Odisha,2007,Causes,Failure in Examination,Male,15-29,21
Odisha,2007,Causes,Drug Abuse/Addiction,Male,15-29,0
Odisha,2007,Causes,Unemployment,Male,15-29,34
Odisha,2007,Causes,Death of Dear Person,Male,15-29,0
Odisha,2007,Causes,Family Problems,Male,15-29,202
Odisha,2007,Causes,Failure in Examination,Female,30-44,0
Odisha,2007,Causes,Family Problems,Female,30-44,172
Odisha,2007,Causes,Love Affairs,Female,30-44,14
Odisha,2007,Causes,Unemployment,Female,30-44,1
Odisha,2007,Causes,Insanity/Mental Illness,Female,30-44,5
Odisha,2007,Causes,Drug Abuse/Addiction,Female,30-44,0
Odisha,2007,Causes,Fall in Social Reputation,Female,30-44,2
Odisha,2007,Causes,Death of Dear Person,Female,30-44,8
Odisha,2007,Causes,Insanity/Mental Illness,Male,30-44,11
Odisha,2007,Causes,Love Affairs,Male,30-44,23
Odisha,2007,Causes,Fall in Social Reputation,Male,30-44,11
Odisha,2007,Causes,Family Problems,Male,30-44,267
Odisha,2007,Causes,Drug Abuse/Addiction,Male,30-44,0
Odisha,2007,Causes,Failure in Examination,Male,30-44,0
Odisha,2007,Causes,Death of Dear Person,Male,30-44,2
Odisha,2007,Causes,Unemployment,Male,30-44,8
Odisha,2007,Causes,Family Problems,Female,45-59,71
Odisha,2007,Causes,Insanity/Mental Illness,Female,45-59,3
Odisha,2007,Causes,Failure in Examination,Female,45-59,0
Odisha,2007,Causes,Drug Abuse/Addiction,Female,45-59,0
Odisha,2007,Causes,Unemployment,Female,45-59,0
Odisha,2007,Causes,Fall in Social Reputation,Female,45-59,1
Odisha,2007,Causes,Love Affairs,Female,45-59,0
Odisha,2007,Causes,Death of Dear Person,Female,45-59,0
Odisha,2007,Causes,Unemployment,Male,45-59,4
Odisha,2007,Causes,Family Problems,Male,45-59,172
Odisha,2007,Causes,Love Affairs,Male,45-59,15
Odisha,2007,Causes,Death of Dear Person,Male,45-59,0
Odisha,2007,Causes,Fall in Social Reputation,Male,45-59,5
Odisha,2007,Causes,Failure in Examination,Male,45-59,0
Odisha,2007,Causes,Insanity/Mental Illness,Male,45-59,7
Odisha,2007,Causes,Drug Abuse/Addiction,Male,45-59,0
Odisha,2007,Causes,Family Problems,Female,60+,20
Odisha,2007,Causes,Unemployment,Female,60+,0
Odisha,2007,Causes,Insanity/Mental Illness,Female,60+,1
Odisha,2007,Causes,Death of Dear Person,Female,60+,0
Odisha,2007,Causes,Drug Abuse/Addiction,Female,60+,0
Odisha,2007,Causes,Love Affairs,Female,60+,0
Odisha,2007,Causes,Failure in Examination,Female,60+,0
Odisha,2007,Causes,Fall in Social Reputation,Female,60+,0
Odisha,2007,Causes,Love Affairs,Male,60+,6
Odisha,2007,Causes,Family Problems,Male,60+,68
Odisha,2007,Causes,Fall in Social Reputation,Male,60+,0
Odisha,2007,Causes,Unemployment,Male,60+,0
Odisha,2007,Causes,Drug Abuse/Addiction,Male,60+,0
Odisha,2007,Causes,Failure in Examination,Male,60+,0
Odisha,2007,Causes,Insanity/Mental Illness,Male,60+,4
Odisha,2007,Causes,Death of Dear Person,Male,60+,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Odisha,2007,Means_adopted,By Over Alcoholism,Female,0-14,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Odisha,2007,Means_adopted,By Over Alcoholism,Male,0-14,0
Odisha,2007,Means_adopted,By Over Alcoholism,Female,15-29,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
Odisha,2007,Means_adopted,By Over Alcoholism,Male,15-29,0
Odisha,2007,Means_adopted,By Over Alcoholism,Female,30-44,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
Odisha,2007,Means_adopted,By Over Alcoholism,Male,30-44,2
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Male,30-44,2
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
Odisha,2007,Means_adopted,By Over Alcoholism,Female,45-59,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
Odisha,2007,Means_adopted,By Over Alcoholism,Male,45-59,1
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Female,60+,0
Odisha,2007,Means_adopted,By Over Alcoholism,Female,60+,0
Odisha,2007,Means_adopted,By Overdose of sleeping pills,Male,60+,0
Odisha,2007,Means_adopted,By Over Alcoholism,Male,60+,0
Odisha,2008,Causes,Insanity/Mental Illness,Female,0-14,0
Odisha,2008,Causes,Death of Dear Person,Female,0-14,0
Odisha,2008,Causes,Love Affairs,Female,0-14,4
Odisha,2008,Causes,Unemployment,Female,0-14,0
Odisha,2008,Causes,Family Problems,Female,0-14,9
Odisha,2008,Causes,Drug Abuse/Addiction,Female,0-14,0
Odisha,2008,Causes,Fall in Social Reputation,Female,0-14,0
Odisha,2008,Causes,Failure in Examination,Female,0-14,3
Odisha,2008,Causes,Unemployment,Male,0-14,0
Odisha,2008,Causes,Death of Dear Person,Male,0-14,0
Odisha,2008,Causes,Family Problems,Male,0-14,9
Odisha,2008,Causes,Failure in Examination,Male,0-14,2
Odisha,2008,Causes,Fall in Social Reputation,Male,0-14,0
Odisha,2008,Causes,Drug Abuse/Addiction,Male,0-14,0
Odisha,2008,Causes,Love Affairs,Male,0-14,1
Odisha,2008,Causes,Insanity/Mental Illness,Male,0-14,0
Odisha,2008,Causes,Death of Dear Person,Female,15-29,2
Odisha,2008,Causes,Fall in Social Reputation,Female,15-29,7
Odisha,2008,Causes,Love Affairs,Female,15-29,78
Odisha,2008,Causes,Drug Abuse/Addiction,Female,15-29,0
Odisha,2008,Causes,Unemployment,Female,15-29,8
Odisha,2008,Causes,Family Problems,Female,15-29,171
Odisha,2008,Causes,Insanity/Mental Illness,Female,15-29,10
Odisha,2008,Causes,Failure in Examination,Female,15-29,19
Odisha,2008,Causes,Unemployment,Male,15-29,49
Odisha,2008,Causes,Death of Dear Person,Male,15-29,3
Odisha,2008,Causes,Insanity/Mental Illness,Male,15-29,12
Odisha,2008,Causes,Love Affairs,Male,15-29,68
Odisha,2008,Causes,Failure in Examination,Male,15-29,29
Odisha,2008,Causes,Family Problems,Male,15-29,182
Odisha,2008,Causes,Drug Abuse/Addiction,Male,15-29,0
Odisha,2008,Causes,Fall in Social Reputation,Male,15-29,1
Odisha,2008,Causes,Family Problems,Female,30-44,180
Odisha,2008,Causes,Love Affairs,Female,30-44,20
Odisha,2008,Causes,Failure in Examination,Female,30-44,1
Odisha,2008,Causes,Unemployment,Female,30-44,1
Odisha,2008,Causes,Drug Abuse/Addiction,Female,30-44,0
Odisha,2008,Causes,Death of Dear Person,Female,30-44,3
Odisha,2008,Causes,Fall in Social Reputation,Female,30-44,4
Odisha,2008,Causes,Insanity/Mental Illness,Female,30-44,6
Odisha,2008,Causes,Love Affairs,Male,30-44,27
Odisha,2008,Causes,Family Problems,Male,30-44,266
Odisha,2008,Causes,Drug Abuse/Addiction,Male,30-44,0
Odisha,2008,Causes,Failure in Examination,Male,30-44,0
Odisha,2008,Causes,Unemployment,Male,30-44,38
Odisha,2008,Causes,Insanity/Mental Illness,Male,30-44,23
Odisha,2008,Causes,Fall in Social Reputation,Male,30-44,18
Odisha,2008,Causes,Death of Dear Person,Male,30-44,1
Odisha,2008,Causes,Drug Abuse/Addiction,Female,45-59,0
Odisha,2008,Causes,Failure in Examination,Female,45-59,0
Odisha,2008,Causes,Unemployment,Female,45-59,0
Odisha,2008,Causes,Death of Dear Person,Female,45-59,1
Odisha,2008,Causes,Fall in Social Reputation,Female,45-59,0
Odisha,2008,Causes,Family Problems,Female,45-59,98
Odisha,2008,Causes,Insanity/Mental Illness,Female,45-59,4
Odisha,2008,Causes,Love Affairs,Female,45-59,2
Odisha,2008,Causes,Love Affairs,Male,45-59,7
Odisha,2008,Causes,Fall in Social Reputation,Male,45-59,2
Odisha,2008,Causes,Family Problems,Male,45-59,173
Odisha,2008,Causes,Drug Abuse/Addiction,Male,45-59,3
Odisha,2008,Causes,Insanity/Mental Illness,Male,45-59,12
Odisha,2008,Causes,Death of Dear Person,Male,45-59,0
Odisha,2008,Causes,Unemployment,Male,45-59,30
Odisha,2008,Causes,Failure in Examination,Male,45-59,0
Odisha,2008,Causes,Fall in Social Reputation,Female,60+,0
Odisha,2008,Causes,Drug Abuse/Addiction,Female,60+,0
Odisha,2008,Causes,Love Affairs,Female,60+,1
Odisha,2008,Causes,Failure in Examination,Female,60+,0
Odisha,2008,Causes,Insanity/Mental Illness,Female,60+,7
Odisha,2008,Causes,Death of Dear Person,Female,60+,0
Odisha,2008,Causes,Unemployment,Female,60+,0
Odisha,2008,Causes,Family Problems,Female,60+,42
Odisha,2008,Causes,Drug Abuse/Addiction,Male,60+,0
Odisha,2008,Causes,Unemployment,Male,60+,0
Odisha,2008,Causes,Insanity/Mental Illness,Male,60+,5
Odisha,2008,Causes,Love Affairs,Male,60+,4
Odisha,2008,Causes,Family Problems,Male,60+,74
Odisha,2008,Causes,Failure in Examination,Male,60+,0
Odisha,2008,Causes,Fall in Social Reputation,Male,60+,0
Odisha,2008,Causes,Death of Dear Person,Male,60+,2
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Odisha,2008,Means_adopted,By Over Alcoholism,Female,0-14,0
Odisha,2008,Means_adopted,By Over Alcoholism,Male,0-14,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Female,15-29,0
Odisha,2008,Means_adopted,By Over Alcoholism,Female,15-29,0
Odisha,2008,Means_adopted,By Over Alcoholism,Male,15-29,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Male,15-29,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Female,30-44,0
Odisha,2008,Means_adopted,By Over Alcoholism,Female,30-44,0
Odisha,2008,Means_adopted,By Over Alcoholism,Male,30-44,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Male,30-44,0
Odisha,2008,Means_adopted,By Over Alcoholism,Female,45-59,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Female,45-59,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Male,45-59,0
Odisha,2008,Means_adopted,By Over Alcoholism,Male,45-59,3
Odisha,2008,Means_adopted,By Over Alcoholism,Female,60+,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Female,60+,0
Odisha,2008,Means_adopted,By Overdose of sleeping pills,Male,60+,0
Odisha,2008,Means_adopted,By Over Alcoholism,Male,60+,0
Odisha,2009,Causes,Unemployment,Female,0-14,0
Odisha,2009,Causes,Failure in Examination,Female,0-14,5
Odisha,2009,Causes,Death of Dear Person,Female,0-14,0
Odisha,2009,Causes,Love Affairs,Female,0-14,12
Odisha,2009,Causes,Insanity/Mental Illness,Female,0-14,0
Odisha,2009,Causes,Fall in Social Reputation,Female,0-14,0
Odisha,2009,Causes,Family Problems,Female,0-14,7
Odisha,2009,Causes,Drug Abuse/Addiction,Female,0-14,0
Odisha,2009,Causes,Insanity/Mental Illness,Male,0-14,0
Odisha,2009,Causes,Failure in Examination,Male,0-14,10
Odisha,2009,Causes,Love Affairs,Male,0-14,11
Odisha,2009,Causes,Family Problems,Male,0-14,6
Odisha,2009,Causes,Death of Dear Person,Male,0-14,0
Odisha,2009,Causes,Fall in Social Reputation,Male,0-14,0
Odisha,2009,Causes,Unemployment,Male,0-14,0
Odisha,2009,Causes,Drug Abuse/Addiction,Male,0-14,0
Odisha,2009,Causes,Failure in Examination,Female,15-29,32
Odisha,2009,Causes,Unemployment,Female,15-29,21
Odisha,2009,Causes,Death of Dear Person,Female,15-29,1
Odisha,2009,Causes,Love Affairs,Female,15-29,74
Odisha,2009,Causes,Insanity/Mental Illness,Female,15-29,7
Odisha,2009,Causes,Drug Abuse/Addiction,Female,15-29,0
Odisha,2009,Causes,Fall in Social Reputation,Female,15-29,8
Odisha,2009,Causes,Family Problems,Female,15-29,166
Odisha,2009,Causes,Fall in Social Reputation,Male,15-29,2
Odisha,2009,Causes,Love Affairs,Male,15-29,64
Odisha,2009,Causes,Failure in Examination,Male,15-29,52
Odisha,2009,Causes,Family Problems,Male,15-29,129
Odisha,2009,Causes,Drug Abuse/Addiction,Male,15-29,2
Odisha,2009,Causes,Insanity/Mental Illness,Male,15-29,13
Odisha,2009,Causes,Death of Dear Person,Male,15-29,0
Odisha,2009,Causes,Unemployment,Male,15-29,77
Odisha,2009,Causes,Unemployment,Female,30-44,5
Odisha,2009,Causes,Drug Abuse/Addiction,Female,30-44,0
Odisha,2009,Causes,Family Problems,Female,30-44,161
Odisha,2009,Causes,Love Affairs,Female,30-44,18
Odisha,2009,Causes,Failure in Examination,Female,30-44,0
Odisha,2009,Causes,Insanity/Mental Illness,Female,30-44,14
Odisha,2009,Causes,Death of Dear Person,Female,30-44,4
Odisha,2009,Causes,Fall in Social Reputation,Female,30-44,6
Odisha,2009,Causes,Love Affairs,Male,30-44,29
Odisha,2009,Causes,Insanity/Mental Illness,Male,30-44,21
Odisha,2009,Causes,Drug Abuse/Addiction,Male,30-44,2
Odisha,2009,Causes,Fall in Social Reputation,Male,30-44,7
Odisha,2009,Causes,Unemployment,Male,30-44,35
Odisha,2009,Causes,Family Problems,Male,30-44,234
Odisha,2009,Causes,Failure in Examination,Male,30-44,4
Odisha,2009,Causes,Death of Dear Person,Male,30-44,3
Odisha,2009,Causes,Unemployment,Female,45-59,0
Odisha,2009,Causes,Insanity/Mental Illness,Female,45-59,8
Odisha,2009,Causes,Family Problems,Female,45-59,63
Odisha,2009,Causes,Death of Dear Person,Female,45-59,2
Odisha,2009,Causes,Failure in Examination,Female,45-59,0
Odisha,2009,Causes,Love Affairs,Female,45-59,1
Odisha,2009,Causes,Drug Abuse/Addiction,Female,45-59,0
Odisha,2009,Causes,Fall in Social Reputation,Female,45-59,0
Odisha,2009,Causes,Drug Abuse/Addiction,Male,45-59,0
Odisha,2009,Causes,Failure in Examination,Male,45-59,0
Odisha,2009,Causes,Death of Dear Person,Male,45-59,0
Odisha,2009,Causes,Family Problems,Male,45-59,127
Odisha,2009,Causes,Unemployment,Male,45-59,0
Odisha,2009,Causes,Fall in Social Reputation,Male,45-59,12
Odisha,2009,Causes,Insanity/Mental Illness,Male,45-59,25
Odisha,2009,Causes,Love Affairs,Male,45-59,2
Odisha,2009,Causes,Insanity/Mental Illness,Female,60+,5
Odisha,2009,Causes,Fall in Social Reputation,Female,60+,0
Odisha,2009,Causes,Love Affairs,Female,60+,0
Odisha,2009,Causes,Death of Dear Person,Female,60+,0
Odisha,2009,Causes,Family Problems,Female,60+,7
Odisha,2009,Causes,Failure in Examination,Female,60+,0
Odisha,2009,Causes,Drug Abuse/Addiction,Female,60+,0
Odisha,2009,Causes,Unemployment,Female,60+,0
Odisha,2009,Causes,Failure in Examination,Male,60+,0
Odisha,2009,Causes,Death of Dear Person,Male,60+,0
Odisha,2009,Causes,Love Affairs,Male,60+,0
Odisha,2009,Causes,Drug Abuse/Addiction,Male,60+,0
Odisha,2009,Causes,Fall in Social Reputation,Male,60+,8
Odisha,2009,Causes,Unemployment,Male,60+,0
Odisha,2009,Causes,Insanity/Mental Illness,Male,60+,11
Odisha,2009,Causes,Family Problems,Male,60+,28
Odisha,2009,Means_adopted,By Over Alcoholism,Female,0-14,0
Odisha,2009,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
